,Unnamed: 0,BrandName,Deatils,Sizes,MRP,SellPrice,Discount,Category
0,0,life,solid cotton blend collar neck womens a-line dress - indigo,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1699",849,50% off,Westernwear-Women
1,1,only,polyester peter pan collar womens blouson dress - yellow,"Size:34,36,38,40","Rs
3499",2449,30% off,Westernwear-Women
2,2,fratini,solid polyester blend wide neck womens regular top - off white,"Size:Large,X-Large,XX-Large","Rs
1199",599,50% off,Westernwear-Women
3,3,zink london,stripes polyester sweetheart neck womens dress - black,"Size:Large,Medium,Small,X-Large","Rs
2299",1379,40% off,Westernwear-Women
4,4,life,regular fit regular length denim womens jeans - stone,"Size:26,28,30,32,34,36","Rs
1699",849,50% off,Westernwear-Women
5,5,kraus,wide ankle length cotton womens jeans - light blue,"Size:26,28,30,32,34","Rs
1795",1615,10% off,Westernwear-Women
6,6,life,printed cotton blend collared womens regular dress - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1299",649,50% off,Westernwear-Women
7,7,fratini,embroidered wide neck polyester womens regular top - blush,Size:XX-Large,"Rs
1299",649,50% off,Westernwear-Women
8,8,rare,floral polyester v neck womens flared dress - navy,"Size:Large,Medium,Small,X-Large","Rs
2099",839,60% off,Westernwear-Women
9,9,rare,checks cotton boat neck womens regular top - black,"Size:Medium,Small,X-Large","Rs
1499",599,60% off,Westernwear-Women
10,10,life,solid square neck cotton womens regular dress - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1499",749,50% off,Westernwear-Women
11,11,life,regular fit regular length denim womens jeans - indigo,"Size:26,28,30,32,34,36","Rs
999",499,50% off,Westernwear-Women
12,12,life,printed blended round neck womens shift dress - orange,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1499",749,50% off,Westernwear-Women
13,13,life,printed jersey round neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
599",299,50% off,Westernwear-Women
14,14,life,printed crepe square neck womens top - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
999",499,50% off,Westernwear-Women
15,15,life,solid cotton collar neck womens shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1199",599,50% off,Westernwear-Women
16,16,life,solid cotton lycra round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Small","Rs
599",299,50% off,Westernwear-Women
17,17,life,printed cotton collar neck womens shirt - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1299",649,50% off,Westernwear-Women
18,18,van heusen,solid cotton v neck womens formal shirt - maroon,"Size:Large,Small,X-Small","Rs
1999",799,60% off,Westernwear-Women
19,19,life,regular fit regular length denim womens jeans - mid stone,"Size:26,28,30,32,34,36","Rs
1999",999,50% off,Westernwear-Women
20,20,fratini,solid round neck viscose womens regular dress - olive,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1499",749,50% off,Westernwear-Women
21,21,life,solid wide neck viscose womens regular top - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1299",649,50% off,Westernwear-Women
22,22,Nan,Nan,Nan,Nan,Nan,No Discount,Westernwear-Women
23,23,stop,printed regular neck cotton womens formal shirt - ecru,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
799",399,50% off,Westernwear-Women
24,24,life,regular fit regular length denim womens jeans - mid stone,"Size:26,28,30,32,34,36","Rs
1999",999,50% off,Westernwear-Women
25,25,zink london,floral viscose sweetheart neck womens dress - green,"Size:Medium,Small,X-Small,XX-Large","Rs
2799",1679,40% off,Westernwear-Women
26,0,life,printed viscose v neck womens regular woven top - off white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1199",599,50% off,Westernwear-Women
27,1,life,printed cotton blend v neck womens top - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
999",499,50% off,Westernwear-Women
28,2,zink z,solid cotton blend v neck womens top - maroon,"Size:Large,Medium,Small,X-Large,X-Small",Nan,1299,No Discount,Westernwear-Women
29,3,stop,printed regular neck cotton womens formal shirt - black,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
899",449,50% off,Westernwear-Women
30,4,life,printed cotton blend round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
999",499,50% off,Westernwear-Women
31,5,life,embroidered viscose square neck womens regular top - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1199",599,50% off,Westernwear-Women
32,6,life,regular fit regular length denim womens jeans - indigo,"Size:26,28,30,32,34,36,Medium","Rs
1699",849,50% off,Westernwear-Women
33,7,life,printed cotton lycra round neck womens t-shirt - pink mix,"Size:Large,Medium,Small,X-Large,X-Small","Rs
699",349,50% off,Westernwear-Women
34,8,cover story,solid round neck cotton womens regular dress - dark brown,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2890",1445,50% off,Westernwear-Women
35,9,infuse,printed square neck rayon womens dress - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1999",999,50% off,Westernwear-Women
36,10,fratini,printed polyester blend round neck womens a-line dress - white,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,1799,No Discount,Westernwear-Women
37,11,allen solly,solid rayon regular fit womens trousers - black,"Size:26,28,30,32,34,36","Rs
1299",1039,20% off,Westernwear-Women
38,12,infuse,regular fit regular length cotton womens loungewear short set - pink,"Size:Large,Medium,Small,X-Small","Rs
899",359,60% off,Westernwear-Women
39,13,van heusen,solid polyester collar neck womens shirt - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1699",999,41% off,Westernwear-Women
40,14,life,solid viscose round neck womens regular top - sage,"Size:Large,Medium,Small,X-Large,X-Small","Rs
999",499,50% off,Westernwear-Women
41,15,cover story,printed polyester round neck womens dress - black,"Size:Medium,Small,X-Large,X-Small","Rs
4490",3143,30% off,Westernwear-Women
42,16,life,printed collar neck polyester womens regular top - navy,"Size:Large,Medium,Small,X-Large,X-Small","Rs
999",499,50% off,Westernwear-Women
43,17,zink london,lace polyester round neck womens dress - green,"Size:Large,Medium,Small,X-Large","Rs
3299",1979,40% off,Westernwear-Women
44,18,stop,solid viscose v-neck womens regular top - mustard,"Size:Large,Medium,Small,XX-Large","Rs
999",499,50% off,Westernwear-Women
45,19,fratini,printed v-neck polyester womens regular dress - natural,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1899",949,50% off,Westernwear-Women
46,20,rare,floral polyester off shoulder womens flared dress - black,"Size:Large,Medium,Small,X-Large","Rs
1899",854,55% off,Westernwear-Women
47,21,life,printed viscose wide neck womens regular dress - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1299",649,50% off,Westernwear-Women
48,22,Nan,Nan,Nan,Nan,Nan,No Discount,Westernwear-Women
49,23,altlife,printed skinny fit cotton blend womens active wear track pants - grey,"Size:28,30,32,34,36","Rs
999",499,50% off,Westernwear-Women
50,24,stop,printed regular neck cotton womens formal shirt - blue denim,"Size:Medium,Small,X-Small,XX-Large","Rs
899",449,50% off,Westernwear-Women
51,25,life,regular fit regular length denim womens jeans - olive,"Size:26,28,30,32,34,36","Rs
1999",999,50% off,Westernwear-Women
52,0,rare,solid polyester round neck womens a-line dress - navy,"Size:Large,Medium,Small,X-Large","Rs
1499",674,55% off,Westernwear-Women
53,1,zink london,solid polyester v neck womens top - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1399",839,40% off,Westernwear-Women
54,2,life,printed cotton blend collar neck womens t-shirt - red,"Size:Large,Medium,Small,X-Large,X-Small","Rs
999",499,50% off,Westernwear-Women
55,3,madame,printed polyester blend square neck womens dress - green,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2699",1619,40% off,Westernwear-Women
56,4,zink london,solid polyester scoop neck womens bodycon dress - baby pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2499",1499,40% off,Westernwear-Women
57,5,rare,floral polyester v neck womens flared dress - blue,"Size:Large,Medium,Small,X-Large","Rs
2099",944,55% off,Westernwear-Women
58,6,fratini,solid round neck viscose womens regular dress - black,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1499",749,50% off,Westernwear-Women
59,7,iti,solid georgette collar neck womens top - olive,"Size:Small,X-Small","Rs
1499",399,73% off,Westernwear-Women
60,8,rare,solid comfort fit polyester womens casual wear trousers - black,"Size:Large,Medium,Small,X-Large","Rs
1599",719,55% off,Westernwear-Women
61,9,levis,graphic cotton round neck womens t-shirt - brown,"Size:Large,Medium,Small,X-Small",Nan,1199,No Discount,Westernwear-Women
62,10,cover story,regular fit polyester womens casual trousers - pink,"Size:26,28,30,32,34","Rs
2590",1813,30% off,Westernwear-Women
63,11,zink london,printed v neck polyester womens a-line dress - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2299",1149,50% off,Westernwear-Women
64,12,and,polka dots boat neck viscose womens regular dresses - pink,"Size:8,10,12,14,16,18","Rs
2899",2319,20% off,Westernwear-Women
65,13,van heusen,solid cotton v neck womens formal shirt - green,"Size:Large,Medium,Small","Rs
1999",799,60% off,Westernwear-Women
66,14,life,printed cotton lycra round neck womens t-shirt - yellow,"Size:Large,Medium,Small,X-Large,X-Small","Rs
699",349,50% off,Westernwear-Women
67,15,life,solid cotton blend round neck womens t-shirt - pink,"Size:Large,Medium,Small,X-Large","Rs
899",449,50% off,Westernwear-Women
68,16,faballey,printed georgette round neck womens regular dress - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2800",2240,20% off,Westernwear-Women
69,17,levis,tapered fit regular length cotton womens jeans - dk indigo,"Size:26,28,30,32,34",Nan,3799,No Discount,Westernwear-Women
70,18,rare,floral polyester v neck womens flared dress - natural,"Size:Large,Medium,Small","Rs
2099",944,55% off,Westernwear-Women
71,19,rare,solid polyester round neck womens a-line dress - red,"Size:Large,Medium,Small,X-Large","Rs
1999",799,60% off,Westernwear-Women
72,20,rare,solid georgette round neck womens top - maroon,"Size:Large,Small,X-Large","Rs
1399",559,60% off,Westernwear-Women
73,21,stop,printed viscose regular neck womens top - white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
999",499,50% off,Westernwear-Women
74,22,Nan,Nan,Nan,Nan,Nan,No Discount,Westernwear-Women
75,23,fratini,printed viscose collar neck womens a-line dress - black,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1599",799,50% off,Westernwear-Women
76,24,life,solid cotton lycra round neck womens t-shirt - off white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
699",349,50% off,Westernwear-Women
77,25,life,printed jersey round neck womens t-shirt - lilac,"Size:Large,Medium,Small,X-Large,X-Small","Rs
599",299,50% off,Westernwear-Women
78,0,only,checks cotton womens top - white,"Size:34,36,38,40,42","Rs
1999",1399,30% off,Westernwear-Women
79,1,life,regular fit regular length cotton lycra womens jeans - white,"Size:26,28,30,32,34,36","Rs
1299",649,50% off,Westernwear-Women
80,2,van heusen,solid polyester collar neck womens top - black,"Size:Small,X-Small","Rs
1699",999,41% off,Westernwear-Women
81,3,fratini,solid polyester round neck womens a-line dress - aubergine,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1599",799,50% off,Westernwear-Women
82,4,life,printed cotton lycra round neck womens t-shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
699",349,50% off,Westernwear-Women
83,5,fratini,solid round neck viscose womens regular dress - tan,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1499",749,50% off,Westernwear-Women
84,6,kraus,super skinny fit ankle length cotton blend womens jeans - blue,"Size:28,30,32,34,36,38","Rs
1995",1396,30% off,Westernwear-Women
85,7,life,checks cotton blend collar neck womens regular top - sage,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1299",649,50% off,Westernwear-Women
86,8,life,embroidered cotton blend round neck womens top - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1299",649,50% off,Westernwear-Women
87,9,rare,solid polyester blend boat neck womens flared dress - black,"Size:Large,Medium,Small,X-Large","Rs
1699",764,55% off,Westernwear-Women
88,10,and,solid polyester square neck womens flared dress - sage,"Size:10,12,14,16,18","Rs
2699",2159,20% off,Westernwear-Women
89,11,life,solid cotton blend round neck womens t-shirt - natural,"Size:Large,Medium,X-Large,X-Small","Rs
899",449,50% off,Westernwear-Women
90,12,kraus,wide leg fit ankle length cotton womens jeans - blue,"Size:28,30,32","Rs
1695",1525,10% off,Westernwear-Women
91,13,life,printed jersey round neck womens t-shirt - red,"Size:Large,Medium,Small,X-Small","Rs
699",349,50% off,Westernwear-Women
92,14,fratini,sanya malhotra regular fit regular length cotton linen womens culottes - olive,"Size:26,28,30,32,34,36",Nan,1299,No Discount,Westernwear-Women
93,15,fratini,solid square neck polyester womens woven top - natural,"Size:Large,Medium,X-Large,XX-Large","Rs
999",499,50% off,Westernwear-Women
94,16,fratini,solid v-neck tencel womens a-line dress - light blue,"Size:Large,Small","Rs
1699",849,50% off,Westernwear-Women
95,17,zink london,printed cotton round neck womens t-shirt - brown,Size:X-Large,"Rs
1299",399,69% off,Westernwear-Women
96,18,life,regular fit regular length cotton lycra womens jeans - mid stone,"Size:26,28,30,32","Rs
999",499,50% off,Westernwear-Women
97,19,zink london,textured polyester round neck womens straight top - natural,"Size:Large,Small,X-Small","Rs
1399",839,40% off,Westernwear-Women
98,20,allen solly,printed stylized polyester womens fit and flare dress - grey,"Size:Large,Medium,Small,X-Large","Rs
2499",1499,40% off,Westernwear-Women
99,21,stop,solid polyester regular neck womens top - sage,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1299",649,50% off,Westernwear-Women
100,22,Nan,Nan,Nan,Nan,Nan,No Discount,Westernwear-Women
101,23,only,lace cotton collar neck womens top - red,"Size:34,36,38,40,42","Rs
2499",1499,40% off,Westernwear-Women
102,24,fratini,regular fit regular length cotton blend womens jeans - white,"Size:28,30,32,34,36","Rs
1299",649,50% off,Westernwear-Women
103,25,fratini,printed square neck polyester womens regular dress - pink,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1699",849,50% off,Westernwear-Women
104,0,van heusen,solid polyester v neck womens shirt - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1699",999,41% off,Westernwear-Women
105,1,only,self design viscose square neck womens top - white,"Size:34,36,38,40,42","Rs
2299",1379,40% off,Westernwear-Women
106,2,life,printed blended round neck womens shift dress - navy,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1499",749,50% off,Westernwear-Women
107,3,zink london,solid collar neck polyester womens casual shirt - green,"Size:Medium,Small,XX-Large","Rs
1699",849,50% off,Westernwear-Women
108,4,life,printed cotton lycra round neck womens t-shirt - sage,"Size:Large,Medium,Small,X-Large,X-Small","Rs
699",349,50% off,Westernwear-Women
109,5,faballey,embroidered cotton square neck womens regular dress - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2600",2080,20% off,Westernwear-Women
110,6,life,printed cotton blend round neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
999",499,50% off,Westernwear-Women
111,7,infuse,floral rayon v neck womens strappy dress - pista green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1499",749,50% off,Westernwear-Women
112,8,kraus,baggy fit ankle length cotton womens jeans - light blue,"Size:28,30,32,34","Rs
1595",1116,30% off,Westernwear-Women
113,9,life,printed cotton lycra round neck womens t-shirt - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
699",349,50% off,Westernwear-Women
114,10,fratini,solid polyester blend round neck womens a-line dress - pink,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1899",949,50% off,Westernwear-Women
115,11,madame,solid polyester v neck womens top - blush,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1699",1189,30% off,Westernwear-Women
116,12,kraus,super skinny fit ankle length cotton blend womens jeans - dark blue,"Size:28,30,32,34,36,38","Rs
1895",947,50% off,Westernwear-Women
117,13,kraus,skinny fit full length cotton blend womens jeans - navy,"Size:28,30,32,36","Rs
1895",947,50% off,Westernwear-Women
118,14,stop,printed regular neck cotton womens formal shirt - white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
899",449,50% off,Westernwear-Women
119,15,life,regular fit regular length denim womens jeans - pink,"Size:26,28,30,32,34,36","Rs
1999",999,50% off,Westernwear-Women
120,16,zink london,printed cotton collar neck womens dress - blue,"Size:Large,Medium,Small,X-Small,XX-Large","Rs
2899",1739,40% off,Westernwear-Women
121,17,life,skinny fit regular length cotton lycra womens jeans - black,"Size:26,28,30,32,34,36","Rs
999",499,50% off,Westernwear-Women
122,18,stop,solid regular neck cotton blend womens formal shirt - powder blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
899",449,50% off,Westernwear-Women
123,19,altlife,solid polyester blend ankle length womens tights - misty lilac,"Size:28,30,32,34,36","Rs
1299",649,50% off,Westernwear-Women
124,20,life,solid cotton wide neck womens a-line dress - powder blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1699",849,50% off,Westernwear-Women
125,21,allen solly,printed v-neck viscose womens fit and flare dress - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2499",1499,40% off,Westernwear-Women
126,22,Nan,Nan,Nan,Nan,Nan,No Discount,Westernwear-Women
127,23,stop,solid regular fit polyester womens formal pants - black,"Size:28,30,34,36","Rs
1699",849,50% off,Westernwear-Women
128,24,and,solid polyester v neck womens regular dress - wine,"Size:8,18","Rs
2899",2319,20% off,Westernwear-Women
129,25,rare,floral polyester off shoulder womens regular top - blue,"Size:Large,Small","Rs
999",499,50% off,Westernwear-Women
130,0,zink london,stripes cotton round neck womens straight top - multi,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1399",699,50% off,Westernwear-Women
131,1,life,fit above knee denim womens casual skirt - black,"Size:26,28,30,32,34,36","Rs
1299",649,50% off,Westernwear-Women
132,2,fratini,printed polyester round neck womens a-line dress - yellow,"Size:Error Size,Large,Medium,Small,X-Large,XX-Large","Rs
1999",999,50% off,Westernwear-Women
133,3,rare,floral polyester round neck womens flared dress - black,"Size:Large,Medium,Small,X-Large","Rs
1999",899,55% off,Westernwear-Women
134,4,latin quarters,solid polyester womens regular blouse - wine,"Size:S,M,L,XL","Rs
1899",949,50% off,Westernwear-Women
135,5,fratini,printed polyester blend round neck womens regular top - yellow,"Size:Medium,Small","Rs
999",499,50% off,Westernwear-Women
136,6,zink london,embroidered viscose mandarin womens top - blue,"Size:Large,Medium,Small,X-Small,XX-Large","Rs
2199",1319,40% off,Westernwear-Women
137,7,stop,solid regular neck cotton stretch womens formal shirt - bottle green,"Size:Large,Small,X-Large,XX-Large","Rs
999",499,50% off,Westernwear-Women
138,8,rare,half sleeves regular fit womens casual dress - navy,"Size:Large,Medium,Small,X-Large","Rs
1999",899,55% off,Westernwear-Women
139,9,latin quarters,printed polyester womens regular dress - red,"Size:S,M,L,XL,XX-Large","Rs
2799",1959,30% off,Westernwear-Women
140,10,zink london,solid polyester round neck womens top - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1499",899,40% off,Westernwear-Women
141,11,stop,solid collar neck cotton blend womens regular top - peach,"Size:Large,X-Large,XX-Large","Rs
999",499,50% off,Westernwear-Women
142,12,cover story,solid viscose collar neck womens top - peach,"Size:Small,X-Small","Rs
2290",1603,30% off,Westernwear-Women
143,13,stop,printed regular neck cotton womens formal shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
799",399,50% off,Westernwear-Women
144,14,zink london,printed cotton round neck womens t-shirt - green,"Size:Large,Medium,Small,X-Large,X-Small","Rs
799",479,40% off,Westernwear-Women
145,15,zink london,floral rayon collar neck womens casual shirt - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1599",799,50% off,Westernwear-Women
146,16,rare,floral georgette round neck womens flared dress - grey,"Size:Large,Medium,Small","Rs
1899",854,55% off,Westernwear-Women
147,17,van heusen,super slim fit regular cotton womens jeans - navy,"Size:28,32,34","Rs
2199",999,55% off,Westernwear-Women
148,18,life,printed cotton lycra round neck womens t-shirt - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
699",349,50% off,Westernwear-Women
149,19,rare,solid polyester blend round neck womens a-line dress - black,"Size:Small,X-Large","Rs
1699",764,55% off,Westernwear-Women
150,20,life,striped cotton blend collar neck womens t-shirt - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
799",399,50% off,Westernwear-Women
151,21,van heusen,textured polyester blend regular fit womens trousers - maroon,"Size:26,34","Rs
2199",999,55% off,Westernwear-Women
152,22,Nan,Nan,Nan,Nan,Nan,No Discount,Westernwear-Women
153,23,madame,solid cotton round neck womens regular top - off white,"Size:Large,Medium,Small,X-Large","Rs
1199",599,50% off,Westernwear-Women
154,24,fratini,printed viscose blend round neck womens t-shirt - natural,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,799,No Discount,Westernwear-Women
155,25,life,regular fit regular length cotton lycra womens jeans - black,"Size:26,28,30,32,34,36","Rs
1299",649,50% off,Westernwear-Women
156,0,van heusen,solid polyester collar neck womens formal shirt - off white,Size:X-Small,"Rs
1699",999,41% off,Westernwear-Women
157,1,rare,floral polyester round neck womens regular top - multi,"Size:Large,Medium,Small,X-Large","Rs
1299",584,55% off,Westernwear-Women
158,2,life,solid polyester blend round neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
999",499,50% off,Westernwear-Women
159,3,only,stripes polyester round neck womens t-shirt - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1799",1079,40% off,Westernwear-Women
160,4,infuse,graphic cotton round neck womens regular fit t-shirt - yellow,"Size:Large,Medium,Small,X-Large,X-Small","Rs
499",199,60% off,Westernwear-Women
161,5,and,solid boat neck polyester womens straight dresses - multi,"Size:6,8,10,12,14,16","Rs
2499",1999,20% off,Westernwear-Women
162,6,rare,stripes polyester round neck womens regular top - navy,"Size:Large,Medium,Small,X-Large","Rs
1199",539,55% off,Westernwear-Women
163,7,life,solid polyester blend round neck womens t-shirt - dusty pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
999",499,50% off,Westernwear-Women
164,8,van heusen,solid polyester blend regular fit womens trousers - pink,Size:26,"Rs
1499",799,47% off,Westernwear-Women
165,9,zink london,solid polyester round neck womens top - white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1599",959,40% off,Westernwear-Women
166,10,fratini,printed v-neck viscose womens woven top - pink,"Size:Small,XX-Large","Rs
999",499,50% off,Westernwear-Women
167,11,life,regular fit regular length denim womens jeans - charcoal,"Size:26,28,30,32,34,36","Rs
1999",999,50% off,Westernwear-Women
168,12,fratini,solid square neck polyester womens woven top - olive,"Size:Large,Medium,X-Large,XX-Large","Rs
999",499,50% off,Westernwear-Women
169,13,kraus,wide leg fit ankle length cotton womens jeans - dark blue,"Size:28,30,32,34,36","Rs
1795",1256,30% off,Westernwear-Women
170,14,madame,solid cotton round neck womens regular top - mauve,"Size:Large,Medium,X-Large","Rs
1499",899,40% off,Westernwear-Women
171,15,life,printed viscose collar neck womens shirt - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
899",449,50% off,Westernwear-Women
172,16,stop,solid nr roma regular neck womens regular dress - olive,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Nan,1999,No Discount,Westernwear-Women
173,17,life,printed jersey round neck womens t-shirt - off white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
699",349,50% off,Westernwear-Women
174,18,life,regular fit regular length cotton blend womens joggers - blue,"Size:26,28,30,32,34,36","Rs
1299",649,50% off,Westernwear-Women
175,19,kraus,baggy fit ankle length cotton womens jeans - blue,"Size:28,30,32,34","Rs
1695",847,50% off,Westernwear-Women
176,20,zink london,printed polyester boat neck womens top - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1799",1079,40% off,Westernwear-Women
177,21,latin quarters,printed polyester womens regular dress - red,"Size:S,M,L,XL,XX-Large",Nan,2699,No Discount,Westernwear-Women
178,22,Nan,Nan,Nan,Nan,Nan,No Discount,Westernwear-Women
179,23,life,embroidered viscose blend round neck womens t-shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
899",449,50% off,Westernwear-Women
180,24,fratini,solid cotton blend round neck womens t-shirt - yellow,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,699,No Discount,Westernwear-Women
181,25,fratini,printed viscose collar neck womens a-line dress - yellow,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1599",799,50% off,Westernwear-Women
182,0,faballey,floral georgette round neck womens dress - blue,"Size:Small,X-Small","Rs
2400",1920,20% off,Westernwear-Women
183,1,rare,solid polyester choker neck womens regular top - black,"Size:Large,Medium,Small,X-Large","Rs
1299",584,55% off,Westernwear-Women
184,2,stop,solid regular neck cotton stretch womens formal shirt - white,"Size:Large,X-Large,X-Small,XX-Large",Nan,999,No Discount,Westernwear-Women
185,3,rare,floral polyester round neck womens regular top - multi,"Size:Large,Medium,Small,X-Large","Rs
1399",559,60% off,Westernwear-Women
186,4,life,regular fit regular length cotton lycra womens jeans - black,"Size:26,28,30,32,34","Rs
999",499,50% off,Westernwear-Women
187,5,zink london,solid cotton round neck womens top - lavender,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1899",1139,40% off,Westernwear-Women
188,6,zink london,checks round neck cotton womens a-line dress - multi,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2799",1399,50% off,Westernwear-Women
189,7,stop,solid regular neck cotton blend womens formal shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
899",449,50% off,Westernwear-Women
190,8,only,solid viscose womens cropped top - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1799",1079,40% off,Westernwear-Women
191,9,life,printed viscose wide neck womens a-line dress - sage,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1499",749,50% off,Westernwear-Women
192,10,life,embroidered blended round neck womens top - natural,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1199",599,50% off,Westernwear-Women
193,11,latin quarters,printed v neck polyester womens regular fit dresses - peach,"Size:S,M,L,XL","Rs
2699",1889,30% off,Westernwear-Women
194,12,rare,solid polyester mandarin womens regular top - green,"Size:Medium,Small","Rs
1299",519,60% off,Westernwear-Women
195,13,latin quarters,dyed rayon blend womens casual wear shrug - peach,"Size:S,M,L,XL,XX-Large","Rs
1399",699,50% off,Westernwear-Women
196,14,life,solid denim collar neck womens denim jacket - mid stone,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1899",949,50% off,Westernwear-Women
197,15,rare,solid crepe tie up neck�womens regular top - grey,"Size:Large,Medium","Rs
1399",559,60% off,Westernwear-Women
198,16,zink london,floral polyester round neck womens short dress - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2199",1319,40% off,Westernwear-Women
199,17,rare,solid crepe round neck womens regular top - maroon,Size:Small,"Rs
1099",549,50% off,Westernwear-Women
200,18,allen solly,printed round neck rayon womens fit and flare dress - red,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2499",1499,40% off,Westernwear-Women
201,19,life,regular fit regular length cotton lycra womens jeans - dk indigo,"Size:26,28,30,32,36","Rs
999",499,50% off,Westernwear-Women
202,20,rare,solid crepe round neck womens regular top - maroon,"Size:Large,Medium,Small,X-Large","Rs
999",499,50% off,Westernwear-Women
203,21,latin quarters,printed polyester womens regular dress - yellow,"Size:S,M,L,XL",Nan,2799,No Discount,Westernwear-Women
204,22,Nan,Nan,Nan,Nan,Nan,No Discount,Westernwear-Women
205,23,rare,floral crepe round neck womens flared dress - cream,"Size:Large,Small,X-Large","Rs
1599",719,55% off,Westernwear-Women
206,24,life,womens viscose collar checks shirts - orange,"Size:Small,X-Small","Rs
899",449,50% off,Westernwear-Women
207,25,rare,solid modal round neck womens regular top - mustard,Size:X-Large,"Rs
1499",599,60% off,Westernwear-Women
